Date,Observer,start_time,start_hour,Beh_When_Enc
9/21/2015,Obs3,6:59:12,6,Vocalizing
9/25/2015,Obs3,6:36:09,6,Vocalizing
9/28/2015,Obs3,6:48:19,6,Vocalizing
9/29/2015,Obs3,6:56:46,6,Vocalizing
9/29/2015,Obs3,7:08:00,7,VDU/
9/29/2015,Obs3,7:26:00,7,VDU/
9/29/2015,Obs3,8:14:00,8,VDU/
9/29/2015,Obs3,8:40:00,8,VDU/
9/29/2015,Obs3,15:14:00,15,VDU/
9/29/2015,Obs3,15:31:00,15,VDU/
9/29/2015,Obs3,15:50:05,15,VDU/
9/29/2015,Obs3,15:54:00,15,VDU/
9/29/2015,Obs3,16:17:26,16,VDU/
9/29/2015,Obs3,16:20:04,16,VDU/
9/30/2015,Obs3,6:05:43,6,Vocalizing
9/30/2015,Obs3,6:52:29,6,Vocalizing
10/5/2015,Obs3,8:00:00,8,Vocalizing
11/5/2015,Obs3,6:42:59,6,Vocalizing
11/5/2015,Obs3,6:47:56,6,Vocalizing
11/5/2015,Obs3,6:51:16,6,Vocalizing
11/5/2015,Obs3,9:05:00,9,SAGM/VDU/
11/9/2015,Obs3,6:59:00,6,VCHI/APR L-INF14A/VDU/APA Lulu/
11/13/2015,Obs3,7:26:04,7,Vocalizing
11/14/2015,Obs3,7:02:06,7,Vocalizing
11/14/2015,Obs3,8:06:01,8,Vocalizing
11/14/2015,Obs3,8:11:01,8,Vocalizing
11/22/2015,Obs3,5:58:55,5,Vocalizing
11/22/2015,Obs3,6:14:00,6,VDU/
11/22/2015,Obs3,6:34:00,6,VDU/
11/23/2015,Obs3,6:48:00,6,VDU/
11/24/2015,Obs3,6:45:16,6,Vocalizing
12/3/2015,Obs3,6:01:35,6,Vocalizing
12/3/2015,Obs3,7:32:22,7,Vocalizing
12/4/2015,Obs3,6:25:19,6,Vocalizing
12/4/2015,Obs3,7:36:09,7,Vocalizing
12/9/2015,Obs3,11:20:23,11,Vocalizing
12/12/2015,Obs3,6:18:43,6,Vocalizing
4/28/2012,Obs4,11:01:42,11,RVX  (SO)/DU/DU/DU/CC/
5/16/2012,Obs4,10:35:08,10,VDU/
5/20/2012,Obs4,6:38:16,6,Vocalizing
5/20/2012,Obs4,7:17:24,7,VDU/
6/10/2012,Obs4,7:10:27,7,VDU/VDU/
6/12/2012,Obs4,9:38:55,9,Vocalizing
6/18/2012,Obs4,9:09:26,9,Vocalizing
6/18/2012,Obs4,9:21:50,9,Vocalizing
6/21/2012,Obs4,8:25:54,8,Vocalizing
6/22/2012,Obs4,9:23:44,9,RXX/WH/DU/BGO/
7/11/2012,Obs4,13:55:58,13,Vocalizing
7/20/2012,Obs4,7:25:01,7,VDU/
7/21/2012,Obs4,6:31:44,6,Vocalizing
7/21/2012,Obs4,7:07:44,7,VDU/
7/21/2012,Obs4,7:54:09,7,Vocalizing
7/21/2012,Obs4,7:55:41,7,Vocalizing
7/22/2012,Obs4,6:06:29,6,Vocalizing
7/26/2012,Obs4,9:39:45,9,Vocalizing
8/3/2012,Obs4,9:17:43,9,Vocalizing
8/6/2012,Obs4,5:50:19,5,Vocalizing
8/6/2012,Obs4,5:50:55,5,Vocalizing
8/6/2012,Obs4,5:55:52,5,VDU/
8/6/2012,Obs4,6:05:06,6,VDU/
8/6/2012,Obs4,6:05:48,6,Vocalizing
8/11/2012,Obs4,8:02:06,8,Vocalizing
8/12/2012,Obs4,7:15:15,7,Vocalizing
8/12/2012,Obs4,7:15:40,7,Vocalizing
8/12/2012,Obs4,7:15:59,7,Vocalizing
8/19/2012,Obs4,7:58:51,7,Vocalizing
8/19/2012,Obs4,8:00:00,8,WH/AR/PI/TL/DU//APR LU/WH/LVR LU/SFOA/
8/19/2012,Obs4,8:10:52,8,Vocalizing
8/20/2012,Obs4,6:41:00,6,VWH/VDU/
8/20/2012,Obs4,7:03:00,7,VBG/DU/BG/OU/BG/OU/DU
8/20/2012,Obs4,11:24:23,11,Vocalizing
8/26/2012,Obs4,11:51:35,11,Vocalizing
9/2/2012,Obs4,7:42:17,7,Vocalizing
9/2/2012,Obs4,7:47:12,7,Vocalizing
9/16/2012,Obs4,6:05:54,6,Vocalizing
9/16/2012,Obs4,6:24:05,6,VBG/DU/
9/16/2012,Obs4,6:45:58,6,VOU/DU/
9/16/2012,Obs4,6:55:49,6,VDU/
9/16/2012,Obs4,7:30:43,7,Vocalizing
9/26/2012,Obs4,6:00:30,6,VDU/
9/26/2012,Obs4,6:54:43,6,Vocalizing
9/30/2012,Obs4,6:00:50,6,VDU/
10/1/2012,Obs4,6:57:25,6,Vocalizing
10/2/2012,Obs4,12:14:34,12,Vocalizing
10/8/2012,Obs4,7:58:24,7,Vocalizing
10/9/2012,Obs4,7:40:59,7,Vocalizing
10/9/2012,Obs4,7:45:31,7,Vocalizing
10/9/2012,Obs4,7:57:37,7,RVA (LA)/VDU/
10/9/2012,Obs4,8:40:12,8,VDU/VOU/
10/9/2012,Obs4,12:35:48,12,Vocalizing
10/14/2012,Obs4,6:08:22,6,Vocalizing
10/23/2012,Obs4,7:23:20,7,Vocalizing
10/23/2012,Obs4,7:23:28,7,Vocalizing
10/29/2012,Obs4,14:32:45,14,Vocalizing
10/31/2012,Obs4,11:52:01,11,Vocalizing
11/8/2012,Obs4,6:06:33,6,Vocalizing
11/8/2012,Obs4,8:50:24,8,VDU/
11/23/2012,Obs4,7:56:24,7,Vocalizing
11/24/2012,Obs4,7:00:49,7,Vocalizing
11/24/2012,Obs4,12:14:51,12,Vocalizing
11/27/2012,Obs4,10:09:08,10,Vocalizing
12/11/2012,Obs4,7:00:30,7,Vocalizing
12/15/2012,Obs4,7:15:15,7,Vocalizing
12/16/2012,Obs4,6:47:44,6,Vocalizing
12/17/2012,Obs4,6:20:38,6,VDU/
12/17/2012,Obs4,6:23:55,6,Vocalizing
12/17/2012,Obs4,6:27:52,6,Vocalizing
12/19/2012,Obs4,10:50:06,10,VDU/
12/19/2012,Obs4,10:50:38,10,Vocalizing
12/24/2012,Obs4,7:35:49,7,Vocalizing
12/28/2012,Obs4,6:55:24,6,Vocalizing
12/28/2012,Obs4,7:18:51,7,Vocalizing
12/29/2012,Obs4,8:16:36,8,Vocalizing
12/30/2012,Obs4,7:40:55,7,Vocalizing
12/30/2012,Obs4,13:00:43,13,Vocalizing
1/4/2013,Obs4,9:21:00,9,Vocalizing
1/4/2013,Obs4,9:22:48,9,VDU/
1/4/2013,Obs4,11:07:36,11,Vocalizing
1/5/2013,Obs4,7:55:07,7,Vocalizing
1/13/2013,Obs4,7:03:36,7,Vocalizing
1/15/2013,Obs4,6:23:40,6,Vocalizing
1/15/2013,Obs4,6:42:33,6,VDU/
1/16/2013,Obs4,5:59:21,5,Vocalizing
1/16/2013,Obs4,6:08:53,6,Vocalizing
1/16/2013,Obs4,6:13:24,6,VDU/
1/16/2013,Obs4,6:19:15,6,Vocalizing
1/16/2013,Obs4,7:00:06,7,VDU/
1/22/2013,Obs4,6:00:32,6,Vocalizing
1/22/2013,Obs4,6:08:19,6,Vocalizing
1/22/2013,Obs4,7:43:15,7,STT/VDU/
1/24/2013,Obs4,6:36:51,6,VDU/
1/24/2013,Obs4,8:53:47,8,Vocalizing
1/24/2013,Obs4,8:54:34,8,VDU/
2/5/2013,Obs4,6:28:53,6,Vocalizing
2/10/2013,Obs4,8:03:39,8,Vocalizing
2/11/2013,Obs4,9:01:19,9,Vocalizing
2/14/2013,Obs4,6:17:53,6,Vocalizing
2/14/2013,Obs4,6:25:41,6,Vocalizing
2/14/2013,Obs4,6:33:21,6,VDU/
2/14/2013,Obs4,6:48:43,6,VDU/
12/23/2014,Obs5,7:50:00,7,Vocalizing
12/24/2014,Obs5,6:33:00,6,VDU/
12/24/2014,Obs5,6:41:00,6,VDU/
12/24/2014,Obs5,6:50:00,6,Vocalizing
12/31/2014,Obs5,7:49:00,7,Vocalizing
1/2/2015,Obs5,6:37:12,6,Vocalizing
1/2/2015,Obs5,6:50:45,6,Vocalizing
1/3/2015,Obs5,9:08:35,9,Vocalizing
1/4/2015,Obs5,7:42:42,7,Vocalizing
1/4/2015,Obs5,7:49:01,7,Vocalizing
1/4/2015,Obs5,13:28:00,13,Vocalizing
1/6/2015,Obs5,7:21:16,7,Vocalizing
1/7/2015,Obs5,6:18:36,6,Vocalizing
1/7/2015,Obs5,7:14:00,7,DU/
1/13/2015,Obs5,6:59:35,6,Vocalizing
1/13/2015,Obs5,7:14:25,7,Vocalizing
1/15/2015,Obs5,7:04:24,7,Vocalizing
1/15/2015,Obs5,7:23:00,7,VDU/
1/15/2015,Obs5,7:25:00,7,VDU/
1/15/2015,Obs5,7:28:00,7,Vocalizing
1/16/2015,Obs5,15:03:00,15,Vocalizing
1/17/2015,Obs5,9:21:13,9,Vocalizing
1/17/2015,Obs5,10:27:48,10,Vocalizing
1/20/2015,Obs5,7:04:00,7,Vocalizing
1/20/2015,Obs5,7:07:00,7,VDU/
1/20/2015,Obs5,7:11:00,7,Vocalizing
1/20/2015,Obs5,7:13:00,7,VDU/
1/23/2015,Obs5,6:56:00,6,Vocalizing
1/23/2015,Obs5,7:17:09,7,Vocalizing
1/23/2015,Obs5,7:54:00,7,Vocalizing
1/28/2015,Obs5,9:27:04,9,Vocalizing
1/30/2015,Obs5,7:35:00,7,Vocalizing
1/30/2015,Obs5,7:38:00,7,Vocalizing
1/30/2015,Obs5,7:43:00,7,Vocalizing
1/30/2015,Obs5,9:53:00,9,Vocalizing
2/4/2015,Obs5,7:02:45,7,Vocalizing
2/4/2015,Obs5,7:48:49,7,Vocalizing
2/4/2015,Obs5,8:21:51,8,Vocalizing
2/4/2015,Obs5,13:09:00,13,VWH/VDU/
2/9/2015,Obs5,9:12:00,9,Vocalizing
2/9/2015,Obs5,9:25:00,9,Vocalizing
2/10/2015,Obs5,7:11:00,7,Vocalizing
2/11/2015,Obs5,14:45:00,14,Vocalizing
2/11/2015,Obs5,15:42:03,15,Vocalizing
2/11/2015,Obs5,15:45:22,15,Vocalizing
2/17/2015,Obs5,6:25:53,6,Vocalizing
2/17/2015,Obs5,6:29:00,6,Vocalizing
2/17/2015,Obs5,6:30:00,6,Vocalizing
2/17/2015,Obs5,6:34:00,6,Vocalizing
2/18/2015,Obs5,6:51:00,6,Vocalizing
2/18/2015,Obs5,6:52:15,6,Vocalizing
2/18/2015,Obs5,6:57:11,6,Vocalizing
2/19/2015,Obs5,6:15:00,6,Vocalizing
2/19/2015,Obs5,6:27:00,6,VDU/
2/19/2015,Obs5,6:33:00,6,Vocalizing
2/19/2015,Obs5,6:34:00,6,Vocalizing
2/19/2015,Obs5,6:41:00,6,VDU/
2/21/2015,Obs5,7:15:00,7,Vocalizing
2/21/2015,Obs5,8:22:00,8,Vocalizing
3/4/2015,Obs5,7:25:00,7,Vocalizing
3/5/2015,Obs5,8:28:00,8,Vocalizing
3/5/2015,Obs5,8:30:00,8,Vocalizing
3/5/2015,Obs5,8:35:00,8,VDU/
3/6/2015,Obs5,7:29:00,7,Vocalizing
3/9/2015,Obs5,13:13:00,13,Vocalizing
3/10/2015,Obs5,8:00:00,8,Vocalizing
3/10/2015,Obs5,8:00:05,8,VDU/
3/10/2015,Obs5,8:03:00,8,Vocalizing
3/10/2015,Obs5,8:10:00,8,Vocalizing
3/10/2015,Obs5,8:14:00,8,VDU/
3/15/2015,Obs5,7:28:31,7,Vocalizing
3/15/2015,Obs5,7:29:52,7,Vocalizing
3/15/2015,Obs5,7:32:00,7,Vocalizing
3/15/2015,Obs5,7:38:00,7,Vocalizing
3/18/2015,Obs5,6:33:00,6,Vocalizing
3/18/2015,Obs5,6:40:00,6,Vocalizing
3/31/2015,Obs5,7:40:00,7,Vocalizing
4/5/2015,Obs5,6:38:02,6,Vocalizing
4/5/2015,Obs5,6:44:00,6,VDU/
4/5/2015,Obs5,6:44:48,6,Vocalizing
4/5/2015,Obs5,6:51:00,6,Vocalizing
4/5/2015,Obs5,7:07:00,7,Vocalizing
4/5/2015,Obs5,7:09:00,7,Vocalizing
4/5/2015,Obs5,7:12:00,7,Vocalizing
4/5/2015,Obs5,7:13:00,7,VDU/
4/5/2015,Obs5,7:21:00,7,VDU/
4/7/2015,Obs5,7:29:17,7,Vocalizing
4/7/2015,Obs5,9:17:00,9,Vocalizing
4/7/2015,Obs5,9:17:00,9,Vocalizing
4/7/2015,Obs5,9:27:00,9,Vocalizing
4/7/2015,Obs5,10:04:17,10,Vocalizing
4/12/2015,Obs5,5:21:00,5,Vocalizing
4/17/2015,Obs5,10:09:00,10,Vocalizing
4/17/2015,Obs5,10:16:00,10,Vocalizing
4/17/2015,Obs5,15:33:24,15,Vocalizing
4/22/2015,Obs5,6:46:00,6,Vocalizing
4/22/2015,Obs5,6:48:00,6,VDU/
4/22/2015,Obs5,6:54:00,6,VDU/
4/22/2015,Obs5,13:54:00,13,Vocalizing
4/23/2015,Obs5,6:37:00,6,Vocalizing
4/23/2015,Obs5,8:27:00,8,Vocalizing
4/23/2015,Obs5,8:27:00,8,VDU/
4/23/2015,Obs5,8:30:00,8,VDU/
4/23/2015,Obs5,8:32:00,8,Vocalizing
4/27/2015,Obs5,6:34:00,6,Vocalizing
5/3/2015,Obs5,5:43:00,5,Vocalizing
5/5/2015,Obs5,5:53:00,5,Vocalizing
5/5/2015,Obs5,6:03:00,6,VBG/VDU/
5/5/2015,Obs5,6:07:00,6,Vocalizing
5/8/2015,Obs5,7:18:00,7,Vocalizing
5/8/2015,Obs5,7:21:00,7,Vocalizing
5/8/2015,Obs5,7:27:00,7,Vocalizing
5/8/2015,Obs5,7:28:00,7,Vocalizing
5/8/2015,Obs5,7:32:00,7,Vocalizing
5/8/2015,Obs5,7:47:00,7,VDU/
5/16/2015,Obs5,8:05:00,8,Vocalizing
5/16/2015,Obs5,8:05:00,8,Vocalizing
5/16/2015,Obs5,8:25:00,8,Vocalizing
5/20/2015,Obs5,9:49:00,9,Vocalizing
5/24/2015,Obs5,7:53:00,7,OU/VDU/OU/
5/24/2015,Obs5,9:16:00,9,Vocalizing
5/24/2015,Obs5,9:27:00,9,Vocalizing
5/25/2015,Obs5,8:34:00,8,Vocalizing
5/28/2015,Obs5,9:44:00,9,Vocalizing
5/29/2015,Obs5,10:10:00,10,Vocalizing
5/29/2015,Obs5,14:23:00,14,Vocalizing
6/1/2015,Obs5,13:53:00,13,DU/
6/1/2015,Obs5,13:56:00,13,Vocalizing
6/7/2015,Obs5,6:49:00,6,Vocalizing
6/7/2015,Obs5,6:50:00,6,Vocalizing
6/7/2015,Obs5,7:04:00,7,VDU/TL/
6/11/2015,Obs5,15:47:00,15,Vocalizing
6/12/2015,Obs5,7:58:00,7,Vocalizing
6/12/2015,Obs5,8:11:00,8,Vocalizing
6/12/2015,Obs5,8:13:00,8,VDU/TL/
6/12/2015,Obs5,9:02:00,9,Vocalizing
6/15/2015,Obs5,6:11:00,6,Vocalizing
6/15/2015,Obs5,7:04:00,7,Vocalizing
6/17/2015,Obs5,14:02:00,14,Vocalizing
6/20/2015,Obs5,9:31:00,9,Vocalizing
6/21/2015,Obs5,7:48:00,7,Vocalizing
6/10/2016,Obs5,6:21:00,6,Vocalizing
6/10/2016,Obs5,6:39:00,6,VDU/
6/12/2016,Obs5,7:35:00,7,Vocalizing
6/13/2016,Obs5,13:32:00,13,Vocalizing
6/13/2016,Obs5,13:38:00,13,Vocalizing
6/13/2016,Obs5,13:40:00,13,Vocalizing
6/14/2016,Obs5,6:17:00,6,Vocalizing
6/14/2016,Obs5,7:43:00,7,Vocalizing
6/14/2016,Obs5,9:21:00,9,VDU/
6/14/2016,Obs5,9:34:00,9,VDU/
6/21/2016,Obs5,9:59:00,9,Vocalizing
6/21/2016,Obs5,10:11:00,10,Vocalizing
6/21/2016,Obs5,10:14:00,10,VDU/
6/21/2016,Obs5,13:31:00,13,Vocalizing
1/13/2016,Obs6,9:20:52,9,Vocalizing
1/14/2016,Obs6,13:22:11,13,Vocalizing
1/21/2016,Obs6,6:22:00,6,Vocalizing
1/21/2016,Obs6,10:55:26,10,Vocalizing
1/25/2016,Obs6,6:43:58,6,Vocalizing
1/27/2016,Obs6,6:38:28,6,Vocalizing
1/27/2016,Obs6,6:54:58,6,Vocalizing
1/27/2016,Obs6,7:44:25,7,Vocalizing
1/28/2016,Obs6,6:56:45,6,Vocalizing
1/28/2016,Obs6,9:27:34,9,Vocalizing
1/31/2016,Obs6,6:30:00,6,Vocalizing
1/31/2016,Obs6,6:58:41,6,Vocalizing
2/1/2016,Obs6,6:29:26,6,Vocalizing
2/1/2016,Obs6,7:32:42,7,Vocalizing
2/1/2016,Obs6,9:40:41,9,Vocalizing
2/2/2016,Obs6,6:18:51,6,Vocalizing
2/2/2016,Obs6,7:01:19,7,Vocalizing
2/2/2016,Obs6,7:05:40,7,Vocalizing
2/7/2016,Obs6,8:43:27,8,Vocalizing
2/11/2016,Obs6,7:24:57,7,Vocalizing
2/11/2016,Obs6,7:28:07,7,Vocalizing
2/11/2016,Obs6,8:02:15,8,Vocalizing
2/12/2016,Obs6,11:39:09,11,Vocalizing
2/12/2016,Obs6,12:52:59,12,Vocalizing
2/14/2016,Obs6,6:25:01,6,Vocalizing
2/14/2016,Obs6,6:55:24,6,Vocalizing
2/14/2016,Obs6,7:55:05,7,Vocalizing
2/15/2016,Obs6,7:14:46,7,Vocalizing
2/16/2016,Obs6,9:46:06,9,Vocalizing
2/16/2016,Obs6,9:48:39,9,Vocalizing
2/20/2016,Obs6,6:44:51,6,Vocalizing
2/28/2016,Obs6,6:03:58,6,Vocalizing
2/28/2016,Obs6,6:14:38,6,Vocalizing
2/28/2016,Obs6,16:19:36,16,Vocalizing
2/29/2016,Obs6,6:37:00,6,Vocalizing
2/29/2016,Obs6,6:38:00,6,Vocalizing
2/29/2016,Obs6,6:44:24,6,Vocalizing
3/1/2016,Obs6,6:06:59,6,Vocalizing
3/1/2016,Obs6,6:09:15,6,Vocalizing
3/4/2016,Obs6,5:57:19,5,Vocalizing
3/6/2016,Obs6,6:06:26,6,Vocalizing
3/6/2016,Obs6,6:14:41,6,Vocalizing
3/6/2016,Obs6,6:17:10,6,Vocalizing
3/9/2016,Obs6,5:56:42,5,Vocalizing
3/10/2016,Obs6,7:01:30,7,Vocalizing
3/10/2016,Obs6,7:03:24,7,Vocalizing
3/10/2016,Obs6,8:35:36,8,Vocalizing
3/12/2016,Obs6,6:36:06,6,Vocalizing
3/12/2016,Obs6,6:53:19,6,Vocalizing
3/15/2016,Obs6,7:01:31,7,Vocalizing
3/16/2016,Obs6,6:20:55,6,Vocalizing
3/16/2016,Obs6,6:23:19,6,Vocalizing
3/16/2016,Obs6,10:28:51,10,Vocalizing
3/16/2016,Obs6,10:37:18,10,Vocalizing
3/16/2016,Obs6,16:55:31,16,VDU/
3/19/2016,Obs6,6:01:48,6,Vocalizing
3/19/2016,Obs6,6:18:22,6,Vocalizing
3/20/2016,Obs6,6:06:55,6,Vocalizing
3/22/2016,Obs6,6:18:01,6,Vocalizing
3/22/2016,Obs6,6:26:00,6,Vocalizing
3/22/2016,Obs6,6:27:05,6,Vocalizing
3/22/2016,Obs6,7:01:17,7,Vocalizing
3/23/2016,Obs6,13:30:10,13,Vocalizing
3/27/2016,Obs6,8:34:45,8,Vocalizing
3/27/2016,Obs6,8:34:49,8,Vocalizing
3/28/2016,Obs6,5:54:04,5,Vocalizing
3/28/2016,Obs6,5:56:13,5,Vocalizing
3/28/2016,Obs6,6:08:02,6,Vocalizing
3/28/2016,Obs6,7:00:57,7,Vocalizing
3/28/2016,Obs6,7:01:48,7,Vocalizing
3/29/2016,Obs6,7:59:07,7,Vocalizing
3/29/2016,Obs6,8:03:11,8,Vocalizing
4/1/2016,Obs6,7:04:03,7,Vocalizing
4/13/2016,Obs6,6:57:53,6,Vocalizing
4/14/2016,Obs6,7:31:00,7,VDU/
4/14/2016,Obs6,7:34:32,7,Vocalizing
4/18/2016,Obs6,8:00:30,8,Vocalizing
4/22/2016,Obs6,8:40:21,8,Vocalizing
4/22/2016,Obs6,8:55:00,8,Vocalizing
4/22/2016,Obs6,8:59:38,8,VDU/
4/22/2016,Obs6,9:03:14,9,VDU/
4/22/2016,Obs6,9:04:36,9,VDU/
4/22/2016,Obs6,10:17:00,10,Vocalizing
4/22/2016,Obs6,10:20:04,10,VDU/
4/23/2016,Obs6,6:32:03,6,Vocalizing
5/1/2016,Obs6,6:17:26,6,Vocalizing
5/11/2016,Obs6,5:49:15,5,Vocalizing
5/11/2016,Obs6,6:03:57,6,Vocalizing
5/11/2016,Obs6,6:57:24,6,Vocalizing
5/11/2016,Obs6,10:37:02,10,Vocalizing
5/12/2016,Obs6,7:10:40,7,Vocalizing
5/12/2016,Obs6,9:14:54,9,Vocalizing
5/12/2016,Obs6,11:31:30,11,Vocalizing
5/15/2016,Obs6,8:36:46,8,Vocalizing
5/16/2016,Obs6,7:06:32,7,Vocalizing
5/23/2016,Obs6,6:07:34,6,Vocalizing
5/26/2016,Obs6,6:08:06,6,Vocalizing
5/26/2016,Obs6,6:24:32,6,VDU/DU/BG/BG/BG/
5/26/2016,Obs6,6:45:51,6,Vocalizing
5/26/2016,Obs6,8:01:54,8,Vocalizing
5/26/2016,Obs6,8:05:00,8,Vocalizing
5/26/2016,Obs6,8:09:00,8,VDU/
5/26/2016,Obs6,8:32:00,8,VDU/
5/26/2016,Obs6,9:17:00,9,VDU/OU/OU/
5/26/2016,Obs6,10:13:00,10,VDU/OU/
5/26/2016,Obs6,10:54:00,10,VDU/OU/
5/26/2016,Obs6,12:26:53,12,Vocalizing
5/26/2016,Obs6,14:30:36,14,VDU/
5/27/2016,Obs6,6:06:36,6,Vocalizing
5/27/2016,Obs6,6:46:15,6,Vocalizing
5/27/2016,Obs6,7:11:03,7,Vocalizing
5/27/2016,Obs6,7:26:25,7,Vocalizing
5/27/2016,Obs6,7:28:00,7,Vocalizing
5/27/2016,Obs6,7:48:18,7,Vocalizing
5/27/2016,Obs6,7:49:00,7,VDU/
5/28/2016,Obs6,9:34:55,9,Vocalizing
5/28/2016,Obs6,9:38:15,9,Vocalizing
5/28/2016,Obs6,9:39:32,9,Vocalizing
5/28/2016,Obs6,9:40:12,9,Vocalizing
5/28/2016,Obs6,9:42:27,9,VDU/OU/
5/28/2016,Obs6,9:48:07,9,VDU/
5/28/2016,Obs6,10:40:55,10,Vocalizing
5/28/2016,Obs6,16:15:32,16,Vocalizing
6/12/2016,Obs6,5:54:46,5,Vocalizing
6/12/2016,Obs6,6:01:35,6,Vocalizing
6/17/2016,Obs6,11:03:38,11,Vocalizing
6/18/2016,Obs6,12:34:13,12,Vocalizing
6/21/2016,Obs6,10:08:11,10,Vocalizing
6/21/2016,Obs6,10:08:14,10,Vocalizing
6/21/2016,Obs6,10:08:37,10,Vocalizing
